customer_id,nama,gender,pendidikan,umur,alamat,nomor_telepon,status_pernikahan,pendapatan
CUS_508895,"Jelita Agustina, S.Pd",wanita,Sarjana,29,"Jl. Ronggowarsito No. 1
Padangpanjang, Sumatera Barat 19889",+62849-8931-5951,Sudah menikah,58000000
CUS_509006,Hamima Nababan,wanita,SD,38,"Jl. Ciwastra No. 2
Kupang, Jawa Tengah 69110",+62836-3104-0481,Single,79500000
CUS_509186,Hasna Anggraini,pria,SMA/SMK/MA,48,"Jl. Dr. Djunjunan No. 30
Cimahi, BE 26301",+62873-4752-1179,Sudah menikah,45000000
CUS_510747,"H. Karna Santoso, S.Gz",pria,Sarjana,41,"Jalan Pacuan Kuda No. 671
Padang Sidempuan, SU 15126",+62846-7327-3861,Single,35000000
CUS_510996,Drs. Wulan Manullang,wanita,Doktor,39,"Gg. Cikapayang No. 65
Padang Sidempuan, NB 79021",+62881-2391-4638,Sudah menikah,26000000
CUS_511007,"KH. Balijan Rahayu, S.E.",pria,Sarjana,38,"Gg. Erlangga No. 907
Blitar, Sulawesi Utara 21962",+62827-1518-3594,Sudah menikah,90000000
CUS_511832,Unggul Rahimah,pria,SMP,44,"Jalan Pelajar Pejuang No. 81
Langsa, BT 56168",+62853-7447-4722,Sudah menikah,71000000
CUS_513512,Cinta Padmasari,wanita,SMA/SMK/MA,26,"Gg. Medokan Ayu No. 261
Palangkaraya, Kalimantan Barat 26920",+62869-0618-5699,Single,55000000
CUS_513574,Saadat Pranowo,wanita,SMP,51,"Gg. Pacuan Kuda No. 322
Tanjungpinang, PB 31495",+62825-7063-0972,Single,15500000
CUS_514733,"Cengkir Waskita, S.E.",pria,Sarjana,33,"Jl. Laswi No. 5
Serang, Bali 29396",+62811-5963-4134,Single,53000000
CUS_516609,"Tgk. Lasmanto Laksita, S.Farm",pria,Sarjana,59,"Gang Gedebage Selatan No. 67
Bengkulu, Aceh 68636",+62885-4629-0491,Sudah menikah,33000000
CUS_517167,Yunita Lailasari,pria,Sarjana,28,"Jalan Erlangga No. 60
Balikpapan, JK 82009",+62851-6619-5618,Sudah menikah,61000000
CUS_517296,Hani Waluyo,wanita,SMA/SMK/MA,26,"Gang Antapani Lama No. 1
Sungai Penuh, Sumatera Selatan 89230",+62854-1487-3095,Single,47000000
CUS_517635,Dt. Purwa Prakasa,pria,SMP,51,"Gang Siliwangi No. 449
Palembang, Jawa Timur 71864",+62801-3251-5536,Sudah menikah,47500000
CUS_517852,"Rafi Mustofa, M.Farm",pria,Magister,45,"Jl. Suryakencana No. 6
Kota Administrasi Jakarta Selatan, PB 30861",+62841-7897-5415,Sudah menikah,27000000
CUS_518407,"Parman Mayasari, M.M.",pria,Magister,39,"Jalan Kutisari Selatan No. 68
Madiun, PA 93514",+62881-2449-6957,Sudah menikah,56000000
CUS_521035,Ghaliyati Wacana,pria,Sarjana,55,"Gang Merdeka No. 5
Solok, SU 05393",+62812-7670-5188,Single,78000000
CUS_521708,Queen Mayasari,wanita,Sarjana,57,"Gang Merdeka No. 913
Bontang, Riau 58604",+62832-2680-7580,Sudah menikah,78500000
CUS_521852,Jais Pradana,pria,SMA/SMK/MA,38,"Gg. Ir. H. Djuanda No. 2
Banjar, KU 26527",+62890-4269-8887,Sudah menikah,55500000
CUS_522746,Qori Suryatmi,pria,SMP,52,"Jl. Bangka Raya No. 27
Bitung, DI Yogyakarta 82600",+62801-5657-4471,Sudah menikah,52000000
CUS_522991,Zalindra Napitupulu,wanita,Sarjana,46,"Gg. Medokan Ayu No. 620
Makassar, Bengkulu 99171",+62810-5014-8716,Sudah menikah,94500000
CUS_523150,Padma Handayani,pria,SD,38,"Jl. Cihampelas No. 30
Madiun, Jambi 48929",+62822-2223-8594,Single,17500000
CUS_526340,"Dr. Nasim Ardianto, S.H.",wanita,Doktor,42,"Gang Ronggowarsito No. 217
Tarakan, Kalimantan Tengah 02654",+62839-3990-1190,Single,37000000
CUS_526987,"Jaeman Saefullah, M.TI.",wanita,Magister,29,"Gang Setiabudhi No. 30
Pangkalpinang, Jawa Tengah 07956",+62866-4061-6424,Single,99000000
CUS_528069,"Ir. Dodo Widodo, S.Gz",wanita,Sarjana,40,"Jl. Rajiman No. 4
Salatiga, Jawa Tengah 95896",+62854-3776-8273,Single,73000000
CUS_528699,Argono Mayasari,pria,SD,56,"Gang Ahmad Yani No. 0
Batam, Jawa Timur 15919",+62806-6190-2997,Single,23500000
CUS_529283,R. Ida Prasasta,wanita,SMP,33,"Gang Jend. A. Yani No. 949
Tidore Kepulauan, Bali 96554",+62874-0464-4940,Sudah menikah,18500000
CUS_529795,Mulyanto Hariyah,pria,SMA/SMK/MA,47,"Gg. Tebet Barat Dalam No. 4
Parepare, AC 66386",+62875-7581-8671,Sudah menikah,24500000
CUS_531424,Rina Mulyani,pria,SMA/SMK/MA,26,"Jalan Stasiun Wonokromo No. 7
Palangkaraya, Kalimantan Selatan 44061",+62838-1077-9834,Sudah menikah,9000000
CUS_531588,"Drs. Karen Susanti, S.E.I",wanita,Doktor,36,"Gang Moch. Toha No. 40
Ternate, KT 59337",+62810-5672-7591,Sudah menikah,41000000
CUS_532449,Pranata Ramadan,wanita,Sarjana,43,"Jl. Wonoayu No. 0
Bima, Kalimantan Tengah 41738",+62827-8327-4155,Single,74000000
CUS_533524,Vino Tarihoran,pria,SD,25,"Gang Soekarno Hatta No. 39
Madiun, KS 32505",+62869-6718-0663,Sudah menikah,7000000
CUS_535832,Silvia Pudjiastuti,wanita,SD,45,"Gg. Peta No. 598
Kediri, Kalimantan Tengah 50253",+62810-2830-7145,Single,34500000
CUS_536424,"Hj. Sari Firmansyah, S.I.Kom",wanita,Sarjana,38,"Jalan Cikutra Barat No. 915
Tual, SR 26941",+62830-1139-5767,Sudah menikah,86500000
CUS_539836,Hadi Prasetya,pria,SMP,39,"Gang Astana Anyar No. 904
Bukittinggi, Jambi 20560",+62880-6656-3968,Sudah menikah,15000000
CUS_539862,"drg. Ulva Ardianto, S.Kom",wanita,Sarjana,59,"Gang Gardujati No. 2
Mataram, Sumatera Selatan 29553",+62858-0234-3467,Single,62000000
CUS_540384,Febi Jailani,wanita,SD,18,"Jalan Stasiun Wonokromo No. 37
Denpasar, NB 77184",+62861-6523-9576,Sudah menikah,13500000
CUS_541007,Hafshah Sirait,wanita,SMP,43,"Gang W.R. Supratman No. 154
Tual, Jawa Tengah 60393",+62800-6681-1110,Sudah menikah,8500000
CUS_544366,Harsana Mandala,wanita,SMA/SMK/MA,31,"Gang Pasirkoja No. 306
Manado, Sumatera Utara 00341",+62847-8290-0863,Sudah menikah,45000000
CUS_545123,Nasrullah Nainggolan,pria,Sarjana,55,"Jalan Sentot Alibasa No. 792
Subulussalam, Sulawesi Tenggara 37472",+62827-4755-3122,Single,50000000
CUS_545957,Melinda Dabukke,wanita,SMA/SMK/MA,22,"Gang Erlangga No. 880
Payakumbuh, KS 40273",+62840-6707-1520,Single,17000000
CUS_546591,Nova Wacana,wanita,SMP,23,"Jl. Soekarno Hatta No. 922
Batam, Lampung 12792",+62880-7220-4053,Single,94000000
CUS_546781,Drs. Vino Kusmawati,wanita,Doktor,59,"Jl. Gegerkalong Hilir No. 540
Probolinggo, Jawa Tengah 33504",+62888-0853-4128,Sudah menikah,64000000
CUS_547451,Karsa Hassanah,wanita,SD,51,"Jalan M.T Haryono No. 3
Probolinggo, Gorontalo 36536",+62822-0108-3812,Sudah menikah,36000000
CUS_548246,Victoria Haryanto,pria,SMA/SMK/MA,52,"Gg. Yos Sudarso No. 77
Jambi, BT 10389",+62871-3812-0660,Single,81000000
CUS_548575,Uchita Halim,wanita,SD,46,"Jalan Cempaka No. 8
Pagaralam, MA 20565",+62817-2884-3427,Sudah menikah,28000000
CUS_548613,Sutan Jaga Wulandari,wanita,SD,25,"Jalan Cempaka No. 78
Bandar Lampung, Sulawesi Barat 35177",+62888-4852-0359,Sudah menikah,79000000
CUS_549759,Harsana Waluyo,pria,SMP,38,"Jalan Soekarno Hatta No. 385
Pangkalpinang, PA 54491",+62827-7011-6377,Sudah menikah,60000000
CUS_551635,drg. Sarah Rajata,wanita,Sarjana,42,"Jl. Rajiman No. 238
Madiun, Kepulauan Riau 50497",+62802-6253-6968,Sudah menikah,78000000
CUS_552581,Cinthia Nainggolan,pria,SD,57,"Jl. Abdul Muis No. 760
Kota Administrasi Jakarta Selatan, Kalimantan Barat 23094",+62847-7479-1249,Single,86500000
CUS_553111,"Ir. Umay Samosir, S.Pd",wanita,Sarjana,43,"Jalan Cikutra Barat No. 81
Binjai, Kepulauan Riau 02116",+62843-6649-2045,Single,45500000
CUS_554953,"T. Cagak Mayasari, S.Kom",pria,Sarjana,41,"Gang W.R. Supratman No. 6
Salatiga, Kalimantan Timur 77656",+62839-5435-0957,Single,99500000
CUS_555160,drg. Jelita Yolanda,wanita,SD,50,"Jalan Dipenogoro No. 23
Ternate, GO 73833",+62874-7398-8185,Single,65000000
CUS_555591,"H. Bala Pratiwi, M.Pd",wanita,Magister,56,"Jl. M.H Thamrin No. 49
Cirebon, Sulawesi Selatan 05397",+62853-4382-7913,Single,21000000
CUS_555592,Ciaobella Lestari,wanita,SMA/SMK/MA,48,"Jalan S. Parman No. 383
Kotamobagu, Lampung 85767",+62846-7778-1346,Single,73000000
CUS_556526,Harjasa Nababan,pria,SD,20,"Gg. Bangka Raya No. 539
Serang, Gorontalo 35221",+62816-8248-4240,Single,63500000
CUS_557326,Saka Hutasoit,wanita,SMP,43,"Gang Merdeka No. 2
Kupang, PB 81271",+62899-5479-1032,Sudah menikah,62500000
CUS_557490,"Tgk. Paiman Handayani, S.I.Kom",wanita,Sarjana,30,"Jalan Dipatiukur No. 404
Bandung, Sulawesi Utara 26235",+62805-0993-1670,Single,79500000
CUS_558282,Hasim Winarsih,pria,SD,51,"Gang Otto Iskandardinata No. 346
Tanjungbalai, Sumatera Utara 50520",+62838-6749-3675,Single,45000000
CUS_558892,Laila Pangestu,wanita,Sarjana,41,"Jl. Sadang Serang No. 42
Tarakan, JI 95721",+62838-6408-6268,Sudah menikah,26000000
CUS_559062,Dt. Tugiman Hassanah,pria,SMA/SMK/MA,50,"Gg. Joyoboyo No. 9
Tanjungpinang, PB 67038",+62871-5503-6250,Sudah menikah,35000000
CUS_559705,Vivi Nababan,pria,SMA/SMK/MA,37,"Gang H.J Maemunah No. 50
Bandar Lampung, Riau 94367",+62882-0747-4878,Sudah menikah,21500000
CUS_560663,Jasmin Permadi,wanita,SMP,19,"Gang Ahmad Yani No. 7
Palopo, Sulawesi Barat 33993",+62890-9939-8475,Sudah menikah,56000000
CUS_561281,Shakila Suryatmi,wanita,SMP,16,"Jalan Jamika No. 3
Prabumulih, KB 99873",+62889-3289-5649,Single,39500000
CUS_562671,"Surya Jailani, S.Pt",pria,Sarjana,44,"Jalan Cikutra Barat No. 4
Meulaboh, SR 87611",+62823-0673-4107,Single,28000000
CUS_562794,Jais Nasyiah,wanita,SMP,16,"Gang Kutai No. 066
Jambi, Jawa Tengah 86780",+62831-5863-7446,Single,58000000
CUS_564332,Limar Maryati,wanita,Sarjana,52,"Jl. Jayawijaya No. 3
Blitar, NB 36325",+62860-5290-9386,Sudah menikah,92000000
CUS_564614,Kania Nashiruddin,wanita,SMA/SMK/MA,54,"Gang Rungkut Industri No. 301
Magelang, Lampung 51021",+62850-5279-3672,Sudah menikah,38000000
CUS_565264,Hilda Prastuti,pria,SMA/SMK/MA,35,"Jalan PHH. Mustofa No. 4
Bitung, PB 40052",+62864-7221-0409,Single,18500000
CUS_566799,Zelda Nurdiyanti,wanita,Sarjana,42,"Jl. Pasteur No. 40
Langsa, GO 49665",+62805-1422-2870,Single,27000000
CUS_566988,Puti Sakura Firgantoro,wanita,SMP,15,"Jl. PHH. Mustofa No. 5
Bontang, NT 55942",+62823-5812-1938,Sudah menikah,23500000
CUS_567109,Yuliana Wahyudin,pria,SMA/SMK/MA,54,"Gg. Gardujati No. 9
Surabaya, JK 95794",+62886-7557-1756,Single,65500000
CUS_567335,Hana Mardhiyah,pria,SMP,24,"Jl. Kutai No. 92
Pontianak, Maluku Utara 22449",+62825-6812-2922,Sudah menikah,33500000
CUS_567784,"Irwan Nainggolan, M.Kom.",pria,Magister,54,"Jl. Wonoayu No. 60
Pasuruan, SU 67355",+62883-8753-0014,Single,27000000
CUS_568977,Uchita Situmorang,wanita,SMA/SMK/MA,18,"Jalan Indragiri No. 6
Semarang, Sulawesi Tengah 13372",+62853-1679-2446,Single,57500000
CUS_569583,Carla Hardiansyah,pria,Sarjana,53,"Gg. Ciumbuleuit No. 4
Lubuklinggau, JT 75268",+62819-7284-8418,Sudah menikah,57000000
CUS_573697,Hamima Melani,pria,SMA/SMK/MA,35,"Gang Kebonjati No. 031
Serang, DI Yogyakarta 88700",+62800-2487-4279,Sudah menikah,26000000
CUS_574655,"Oskar Prasetyo, S.T.",wanita,Sarjana,51,"Jl. Indragiri No. 50
Batu, SN 08728",+62868-9200-8586,Single,20500000
CUS_575602,Usyi Agustina,wanita,Sarjana,59,"Gg. Rajawali Timur No. 3
Sungai Penuh, PA 88565",+62810-8449-2098,Single,43000000
CUS_576705,Aris Hakim,pria,Sarjana,25,"Jl. HOS. Cokroaminoto No. 4
Palembang, Sulawesi Tenggara 32747",+62855-9683-2993,Sudah menikah,32500000
CUS_578608,Drs. Mujur Aryani,pria,Doktor,54,"Gang Jend. Sudirman No. 82
Mataram, BT 15519",+62882-6908-2840,Sudah menikah,65000000
CUS_580622,Ismail Mustofa,wanita,SD,51,"Gang Cempaka No. 322
Sabang, Bengkulu 11520",+62812-4662-9196,Sudah menikah,71000000
CUS_581882,R.M. Salman Suryatmi,wanita,SMA/SMK/MA,33,"Gg. Gedebage Selatan No. 544
Tangerang, PB 30018",+62809-9405-4265,Sudah menikah,9000000
CUS_583930,Cut Nova Habibi,wanita,Sarjana,56,"Gang BKR No. 93
Ternate, SU 50435",+62822-4602-3956,Sudah menikah,68000000
CUS_587445,"Michelle Mayasari, S.E.",wanita,Sarjana,35,"Jalan BKR No. 7
Tanjungbalai, Bali 33201",+62826-1451-8816,Single,34000000
CUS_587656,R. Samiah Pratiwi,pria,SMA/SMK/MA,60,"Gg. Rumah Sakit No. 8
Bandung, Sulawesi Tengah 13425",+62817-4371-1606,Sudah menikah,17500000
CUS_592243,Lurhur Melani,pria,Sarjana,44,"Gang Surapati No. 2
Bogor, KT 19196",+62806-7506-7310,Sudah menikah,66000000
CUS_592330,Lala Anggraini,wanita,SMP,38,"Jl. K.H. Wahid Hasyim No. 28
Lubuklinggau, Bengkulu 70251",+62882-8599-3522,Sudah menikah,97500000
CUS_592801,"Cagak Habibi, S.Psi",wanita,Sarjana,34,"Gg. Sentot Alibasa No. 244
Pagaralam, KB 09190",+62817-3849-9953,Sudah menikah,52500000
CUS_593953,"H. Mahmud Uyainah, M.Ak",wanita,Magister,45,"Jl. Jend. A. Yani No. 85
Pangkalpinang, SU 14449",+62873-4501-8815,Single,78500000
CUS_594733,"R.A. Ulya Natsir, S.Gz",wanita,Sarjana,49,"Jalan KH Amin Jasuta No. 60
Yogyakarta, Riau 24144",+62896-3380-3182,Single,23500000
CUS_595098,Ridwan Rajasa,wanita,SMP,17,"Gg. Otto Iskandardinata No. 02
Pasuruan, Maluku Utara 22627",+62892-2423-4281,Sudah menikah,53000000
CUS_598660,"Puti Olivia Nurdiyanti, M.Kom.",pria,Magister,57,"Jl. Jend. A. Yani No. 115
Cimahi, Kalimantan Tengah 23464",+62874-3704-5143,Sudah menikah,29500000
CUS_599494,Adinata Kuswandari,pria,SMA/SMK/MA,25,"Gang Waringin No. 379
Pasuruan, YO 84334",+62852-2143-9004,Sudah menikah,60000000
CUS_600070,Tgk. Michelle Palastri,pria,SMP,44,"Jl. Ciwastra No. 21
Mataram, SN 53033",+62868-4633-1070,Sudah menikah,34000000
CUS_602761,"Cut Betania Yolanda, M.M.",pria,Magister,33,"Jalan Asia Afrika No. 900
Kota Administrasi Jakarta Utara, Maluku 87157",+62800-4194-5566,Sudah menikah,75500000
CUS_604609,"Dr. Prayoga Winarno, S.Farm",wanita,Doktor,32,"Gg. Raya Ujungberung No. 0
Kota Administrasi Jakarta Utara, Bali 70959",+62807-1952-3062,Sudah menikah,68000000
CUS_605155,Tgk. Lala Firmansyah,pria,SMA/SMK/MA,37,"Gg. Cihampelas No. 791
Bontang, KS 21927",+62847-3062-7596,Single,89500000
CUS_607467,"Alambana Saptono, S.I.Kom",wanita,Sarjana,54,"Jl. Sukabumi No. 61
Palopo, SU 86249",+62877-0772-6283,Sudah menikah,98000000
CUS_607714,Ophelia Pudjiastuti,wanita,SMA/SMK/MA,49,"Gg. Sadang Serang No. 27
Probolinggo, KB 09825",+62873-9299-4453,Single,71500000
CUS_608710,"Maria Halimah, S.E.",pria,Sarjana,60,"Gg. Cempaka No. 911
Palopo, SU 15030",+62815-8610-2008,Single,56500000
CUS_610211,Ir. Tirtayasa Napitupulu,pria,Sarjana,27,"Jl. Ahmad Yani No. 3
Kota Administrasi Jakarta Timur, Banten 51518",+62867-8617-7338,Single,69000000
CUS_611401,Fathonah Prakasa,wanita,SD,46,"Gang Bangka Raya No. 3
Makassar, ST 72290",+62841-0308-3794,Sudah menikah,31500000
CUS_612905,Dr. Timbul Nashiruddin,pria,Doktor,41,"Jalan Wonoayu No. 7
Banda Aceh, NT 05840",+62829-5638-5226,Single,76000000
CUS_613026,Ajiono Kusmawati,pria,SD,54,"Gang Ronggowarsito No. 20
Bogor, KU 03942",+62809-4460-6340,Single,56000000
CUS_613072,"Dr. Widya Haryanti, S.E.",wanita,Doktor,38,"Gang W.R. Supratman No. 60
Parepare, BB 49396",+62812-0747-4394,Single,26000000
CUS_613941,"Bella Yulianti, S.E.",wanita,Sarjana,34,"Gang Tubagus Ismail No. 0
Kupang, Sulawesi Tenggara 19943",+62804-7741-3321,Sudah menikah,65500000
CUS_614131,Cawisono Rahimah,wanita,SMA/SMK/MA,17,"Gang Rajawali Timur No. 3
Sawahlunto, Riau 49184",+62840-5200-9413,Sudah menikah,63000000
CUS_615690,Nova Nurdiyanti,wanita,SMP,43,"Jalan W.R. Supratman No. 26
Pekalongan, PA 74240",+62811-9945-0873,Sudah menikah,19000000
CUS_616103,"T. Carub Andriani, M.Farm",pria,Magister,43,"Jalan Rajawali Timur No. 84
Tangerang Selatan, BT 40030",+62867-6052-7137,Sudah menikah,31500000
CUS_616929,Dt. Paiman Santoso,wanita,Sarjana,45,"Gang Jend. Sudirman No. 298
Malang, Sulawesi Utara 58793",+62854-2111-6458,Single,43500000
CUS_617289,"Saka Palastri, S.Gz",pria,Sarjana,29,"Jl. BKR No. 979
Pariaman, JA 93872",+62840-6069-8386,Sudah menikah,75500000
CUS_618135,"dr. Yunita Utami, S.E.",wanita,Doktor,37,"Jalan Dr. Djunjunan No. 2
Prabumulih, Kalimantan Tengah 32383",+62801-6933-4836,Sudah menikah,73500000
CUS_618200,"R.M. Wakiman Natsir, S.Ked",pria,Sarjana,50,"Jl. Kendalsari No. 5
Kendari, LA 42800",+62897-7419-5688,Sudah menikah,29500000
CUS_621760,"Wadi Nasyidah, S.I.Kom",wanita,Sarjana,41,"Gg. Merdeka No. 912
Padang Sidempuan, Kalimantan Barat 97045",+62833-2334-1106,Sudah menikah,48500000
CUS_621882,Tira Simanjuntak,pria,SMA/SMK/MA,17,"Jalan Indragiri No. 12
Magelang, Lampung 39536",+62805-1328-6399,Sudah menikah,15000000
CUS_622385,"T. Banara Anggriawan, S.Ked",wanita,Sarjana,53,"Gang Surapati No. 149
Cirebon, SS 23461",+62846-8668-9291,Sudah menikah,74000000
CUS_623416,Darsirah Padmasari,pria,Sarjana,44,"Gg. Rawamangun No. 19
Sibolga, Riau 85965",+62849-1116-1498,Sudah menikah,37500000
CUS_625368,Cici Laksita,pria,SMP,57,"Jalan Asia Afrika No. 456
Sibolga, BE 80210",+62898-1147-4323,Single,60000000
CUS_626714,"R. Hani Pratama, M.M.",wanita,Magister,28,"Jalan Rungkut Industri No. 87
Banjarmasin, AC 11349",+62888-3606-9113,Sudah menikah,54500000
CUS_628396,R. Jagaraga Pudjiastuti,pria,SMA/SMK/MA,53,"Jalan K.H. Wahid Hasyim No. 952
Tasikmalaya, Kalimantan Selatan 02858",+62845-1678-5466,Single,20000000
CUS_628785,"Drs. Gaman Puspita, S.I.Kom",wanita,Doktor,30,"Gang Bangka Raya No. 182
Lhokseumawe, KI 65191",+62883-7471-5868,Single,37500000
CUS_629563,Tantri Sitompul,pria,SD,22,"Gang Raya Ujungberung No. 20
Jayapura, SR 28318",+62842-7595-8018,Sudah menikah,28500000
CUS_630220,"Taswir Haryanti, S.H.",pria,Sarjana,35,"Jalan Kapten Muslihat No. 816
Tanjungpinang, Jambi 84241",+62895-2471-7484,Sudah menikah,78500000
CUS_630368,Karsana Suryono,wanita,SMA/SMK/MA,15,"Gg. Surapati No. 805
Tual, Jawa Barat 74978",+62871-0572-7075,Single,73000000
CUS_630397,Ani Usada,pria,SMA/SMK/MA,54,"Gang Sadang Serang No. 1
Kotamobagu, Sulawesi Tengah 26324",+62886-6357-2469,Sudah menikah,11000000
CUS_631536,"Waluyo Kusmawati, S.T.",wanita,Sarjana,55,"Gang Otto Iskandardinata No. 80
Batam, Kalimantan Selatan 96337",+62852-0158-8165,Single,54000000
CUS_632166,dr. Ganep Zulaika,pria,Doktor,42,"Jalan Lembong No. 898
Semarang, Sulawesi Tenggara 97009",+62838-3549-8176,Sudah menikah,34500000
CUS_632330,Hani Hardiansyah,pria,Sarjana,39,"Gang Sukajadi No. 0
Bengkulu, NB 08514",+62853-9840-8222,Single,53500000
CUS_632497,Teddy Andriani,pria,Sarjana,56,"Gg. Sukajadi No. 693
Bengkulu, Riau 29692",+62891-6356-6212,Sudah menikah,63500000
CUS_635349,"Sadina Lestari, M.Ak",pria,Magister,41,"Jl. Rajawali Barat No. 574
Kota Administrasi Jakarta Timur, YO 44994",+62892-3655-0400,Single,19500000
CUS_635798,Manah Saragih,pria,Sarjana,42,"Jalan Otto Iskandardinata No. 711
Sungai Penuh, SB 72510",+62823-9164-1115,Sudah menikah,32000000
CUS_636125,Paramita Yulianti,wanita,SD,21,"Gang W.R. Supratman No. 570
Lubuklinggau, Sulawesi Tengah 95202",+62806-6953-2008,Sudah menikah,21500000
CUS_637703,Padmi Rahayu,wanita,SMP,23,"Jl. Laswi No. 21
Madiun, DKI Jakarta 93471",+62853-0542-1948,Sudah menikah,79000000
CUS_638436,Maimunah Iswahyudi,wanita,SD,31,"Jl. Medokan Ayu No. 47
Metro, BB 89807",+62807-8043-0180,Sudah menikah,42000000
CUS_639072,"Dr. Gina Budiman, S.Ked",wanita,Doktor,53,"Gg. Antapani Lama No. 9
Tanjungpinang, YO 15654",+62801-6316-9853,Single,23500000
CUS_639310,Lalita Wahyudin,wanita,SD,26,"Jl. Dipenogoro No. 3
Padang, Kalimantan Utara 14625",+62888-9599-0420,Sudah menikah,14500000
CUS_640328,Widya Utami,pria,SMA/SMK/MA,51,"Gg. KH Amin Jasuta No. 259
Dumai, Riau 34208",+62824-3423-3700,Single,73500000
CUS_640539,Talia Sitompul,wanita,SMP,21,"Gang Merdeka No. 6
Binjai, Sulawesi Selatan 26537",+62834-7821-1569,Single,65500000
CUS_641221,Dimas Sihombing,pria,Sarjana,49,"Jl. Kutisari Selatan No. 63
Gorontalo, Sulawesi Tengah 88885",+62871-5357-8670,Sudah menikah,23000000
CUS_644887,"Limar Anggraini, S.H.",pria,Sarjana,40,"Jalan Sukabumi No. 7
Padangpanjang, Kalimantan Timur 65760",+62837-2529-3354,Sudah menikah,29000000
CUS_645051,Yulia Natsir,pria,Sarjana,42,"Jalan Jend. A. Yani No. 729
Sawahlunto, Kalimantan Tengah 68370",+62865-0401-6913,Single,32500000
CUS_645186,Murti Sinaga,wanita,Sarjana,51,"Gang M.H Thamrin No. 68
Batu, Kepulauan Bangka Belitung 22716",+62862-8665-3287,Single,47500000
CUS_645961,Titi Maryati,pria,SMA/SMK/MA,18,"Gang Kutisari Selatan No. 9
Banjarmasin, Nusa Tenggara Timur 89748",+62809-8793-6198,Single,91500000
CUS_646158,R. Cakrabirawa Hastuti,pria,SD,31,"Jl. Cihampelas No. 255
Bitung, BE 37748",+62813-3630-3117,Sudah menikah,76000000
CUS_648081,"dr. Jamalia Permadi, M.M.",pria,Doktor,41,"Gang Sukajadi No. 063
Meulaboh, Sumatera Utara 01510",+62887-4184-2585,Single,67500000
CUS_648433,"R. Raditya Farida, M.M.",wanita,Magister,44,"Jalan Cikutra Barat No. 4
Langsa, Kalimantan Barat 88659",+62810-7026-9829,Sudah menikah,15000000
CUS_649856,Kacung Hutapea,wanita,SMA/SMK/MA,52,"Jalan Kiaracondong No. 7
Bekasi, Kalimantan Tengah 35545",+62810-1971-3369,Single,77500000
CUS_651284,R. Rafid Natsir,wanita,Sarjana,54,"Jalan KH Amin Jasuta No. 945
Meulaboh, Lampung 40848",+62885-9053-6181,Single,46500000
CUS_651758,"Prayitna Halim, S.T.",wanita,Sarjana,51,"Jl. Rajawali Barat No. 9
Singkawang, KB 06632",+62859-2234-2747,Single,94500000
CUS_651973,"Cut Rahmi Mulyani, S.Kom",wanita,Sarjana,56,"Jalan Jamika No. 9
Sukabumi, KR 87643",+62843-4983-1234,Single,95000000
CUS_652098,"Wirda Namaga, S.I.Kom",pria,Sarjana,28,"Gg. Rawamangun No. 944
Sukabumi, YO 85788",+62812-1710-6994,Single,44500000
CUS_653112,"Johan Natsir, S.Farm",pria,Sarjana,50,"Jl. Cempaka No. 0
Batu, DKI Jakarta 49853",+62849-4655-0466,Sudah menikah,57500000
CUS_653138,Calista Halimah,pria,SMP,21,"Gang Raya Ujungberung No. 251
Palopo, BB 40632",+62870-4667-6754,Sudah menikah,49500000
CUS_653707,Jayeng Handayani,pria,SMP,20,"Jl. S. Parman No. 7
Banda Aceh, Sulawesi Tengah 19862",+62814-3443-0636,Sudah menikah,7000000
CUS_654473,"Dt. Kalim Wijaya, S.E.I",wanita,Sarjana,60,"Gg. Gedebage Selatan No. 8
Tangerang, Kalimantan Tengah 92714",+62881-3453-1550,Single,82000000
CUS_655884,"Lalita Hariyah, M.M.",pria,Magister,39,"Jl. Joyoboyo No. 4
Palu, Bengkulu 41023",+62856-8501-6187,Sudah menikah,12500000
CUS_656049,Unjani Irawan,pria,SMP,22,"Jalan Jamika No. 1
Semarang, JT 54167",+62819-1327-6653,Single,5000000
CUS_656127,Kani Damanik,pria,SD,30,"Gg. Rajawali Barat No. 4
Lubuklinggau, Sulawesi Barat 57374",+62815-5845-4054,Single,27000000
CUS_656411,Cornelia Mayasari,pria,SMA/SMK/MA,32,"Gang Rajiman No. 5
Bogor, KU 20247",+62855-5774-6341,Sudah menikah,18500000
CUS_656496,Gawati Haryanti,wanita,Sarjana,37,"Jalan Ir. H. Djuanda No. 2
Banjarbaru, YO 93266",+62815-2526-6538,Single,56000000
CUS_657690,"Gamanto Napitupulu, S.IP",wanita,Sarjana,49,"Gang KH Amin Jasuta No. 49
Meulaboh, KS 88823",+62818-8061-8831,Single,39000000
CUS_658886,Tgk. Balapati Nainggolan,wanita,SMA/SMK/MA,33,"Gg. Ahmad Yani No. 869
Tanjungbalai, Kalimantan Selatan 55066",+62885-7327-0575,Single,12000000
CUS_661054,dr. Najwa Pratama,pria,Doktor,37,"Jl. BKR No. 57
Bogor, Aceh 14179",+62815-0716-5250,Sudah menikah,13500000
CUS_661543,"Hj. Puspa Maryadi, S.E.",wanita,Sarjana,27,"Gang Peta No. 9
Jayapura, Lampung 97516",+62847-4338-8479,Sudah menikah,97000000
